State	series_id	year	month	value	month_year
Georgia	LAUCN132910000000005          	2019	6	10076.0	06_2019
Georgia	LAUCN132910000000005          	2020	6	10044.0	06_2020
Georgia	LAUCN132910000000006          	2015	6	9790.0	06_2015
Georgia	LAUCN132910000000006          	2016	6	10496.0	06_2016
Georgia	LAUCN132910000000006          	2017	6	10349.0	06_2017
Georgia	LAUCN132910000000006          	2018	6	10486.0	06_2018
Georgia	LAUCN132910000000006          	2019	6	10437.0	06_2019
Georgia	LAUCN132910000000006          	2020	6	10593.0	06_2020
Georgia	LAUCN132930000000003          	2015	6	7.4	06_2015
Georgia	LAUCN132930000000003          	2016	6	6.4	06_2016
Georgia	LAUCN132930000000003          	2017	6	5.9	06_2017
Georgia	LAUCN132930000000003          	2018	6	4.6	06_2018
Georgia	LAUCN132930000000003          	2019	6	3.9	06_2019
Georgia	LAUCN132930000000003          	2020	6	8.5	06_2020
Georgia	LAUCN132930000000004          	2015	6	822.0	06_2015
Georgia	LAUCN132930000000004          	2016	6	718.0	06_2016
Georgia	LAUCN132930000000004          	2017	6	668.0	06_2017
Georgia	LAUCN132930000000004          	2018	6	528.0	06_2018
Georgia	LAUCN132930000000004          	2019	6	443.0	06_2019
Georgia	LAUCN132930000000004          	2020	6	946.0	06_2020
Georgia	LAUCN132930000000005          	2015	6	10222.0	06_2015
Georgia	LAUCN132930000000005          	2016	6	10417.0	06_2016
Georgia	LAUCN132930000000005          	2017	6	10731.0	06_2017
Georgia	LAUCN132930000000005          	2018	6	10982.0	06_2018
Georgia	LAUCN132930000000005          	2019	6	10971.0	06_2019
Georgia	LAUCN132930000000005          	2020	6	10233.0	06_2020
Georgia	LAUCN132930000000006          	2015	6	11044.0	06_2015
Georgia	LAUCN132930000000006          	2016	6	11135.0	06_2016
Georgia	LAUCN132930000000006          	2017	6	11399.0	06_2017
Georgia	LAUCN132930000000006          	2018	6	11510.0	06_2018
Georgia	LAUCN132930000000006          	2019	6	11414.0	06_2019
Georgia	LAUCN132930000000006          	2020	6	11179.0	06_2020
Georgia	LAUCN132950000000003          	2015	6	6.5	06_2015
Georgia	LAUCN132950000000003          	2016	6	5.9	06_2016
Georgia	LAUCN132950000000003          	2017	6	4.9	06_2017
Georgia	LAUCN132950000000003          	2018	6	4.3	06_2018
Georgia	LAUCN132950000000003          	2019	6	3.6	06_2019
Georgia	LAUCN132950000000003          	2020	6	6.1	06_2020
Georgia	LAUCN132950000000004          	2015	6	1887.0	06_2015
Georgia	LAUCN132950000000004          	2016	6	1781.0	06_2016
Georgia	LAUCN132950000000004          	2017	6	1527.0	06_2017
Georgia	LAUCN132950000000004          	2018	6	1347.0	06_2018
Georgia	LAUCN132950000000004          	2019	6	1139.0	06_2019
Georgia	LAUCN132950000000004          	2020	6	1817.0	06_2020
Georgia	LAUCN132950000000005          	2015	6	27283.0	06_2015
Georgia	LAUCN132950000000005          	2016	6	28181.0	06_2016
Georgia	LAUCN132950000000005          	2017	6	29802.0	06_2017
Georgia	LAUCN132950000000005          	2018	6	30240.0	06_2018
Georgia	LAUCN132950000000005          	2019	6	30201.0	06_2019
Georgia	LAUCN132950000000005          	2020	6	28140.0	06_2020
Georgia	LAUCN132950000000006          	2015	6	29170.0	06_2015
Georgia	LAUCN132950000000006          	2016	6	29962.0	06_2016
Georgia	LAUCN132950000000006          	2017	6	31329.0	06_2017
Georgia	LAUCN132950000000006          	2018	6	31587.0	06_2018
Georgia	LAUCN132950000000006          	2019	6	31340.0	06_2019
Georgia	LAUCN132950000000006          	2020	6	29957.0	06_2020
Georgia	LAUCN132970000000003          	2015	6	5.9	06_2015
Georgia	LAUCN132970000000003          	2016	6	5.3	06_2016
Georgia	LAUCN132970000000003          	2017	6	4.7	06_2017
Georgia	LAUCN132970000000003          	2018	6	4.0	06_2018
Georgia	LAUCN132970000000003          	2019	6	3.5	06_2019
Georgia	LAUCN132970000000003          	2020	6	6.6	06_2020
Georgia	LAUCN132970000000004          	2015	6	2450.0	06_2015
Georgia	LAUCN132970000000004          	2016	6	2299.0	06_2016
Georgia	LAUCN132970000000004          	2017	6	2123.0	06_2017
Georgia	LAUCN132970000000004          	2018	6	1865.0	06_2018
Georgia	LAUCN132970000000004          	2019	6	1618.0	06_2019
Georgia	LAUCN132970000000004          	2020	6	2927.0	06_2020
Georgia	LAUCN132970000000005          	2015	6	38896.0	06_2015
Georgia	LAUCN132970000000005          	2016	6	41068.0	06_2016
Georgia	LAUCN132970000000005          	2017	6	43062.0	06_2017
Georgia	LAUCN132970000000005          	2018	6	44236.0	06_2018
Georgia	LAUCN132970000000005          	2019	6	44768.0	06_2019
Georgia	LAUCN132970000000005          	2020	6	41423.0	06_2020
Georgia	LAUCN132970000000006          	2015	6	41346.0	06_2015
Georgia	LAUCN132970000000006          	2016	6	43367.0	06_2016
Georgia	LAUCN132970000000006          	2017	6	45185.0	06_2017
Georgia	LAUCN132970000000006          	2018	6	46101.0	06_2018
Georgia	LAUCN132970000000006          	2019	6	46386.0	06_2019
Georgia	LAUCN132970000000006          	2020	6	44350.0	06_2020
Georgia	LAUCN132990000000003          	2015	6	6.8	06_2015
Georgia	LAUCN132990000000003          	2016	6	5.8	06_2016
Georgia	LAUCN132990000000003          	2017	6	4.9	06_2017
Georgia	LAUCN132990000000003          	2018	6	4.1	06_2018
Georgia	LAUCN132990000000003          	2019	6	3.9	06_2019
Georgia	LAUCN132990000000003          	2020	6	6.5	06_2020
Georgia	LAUCN132990000000004          	2015	6	979.0	06_2015
Georgia	LAUCN132990000000004          	2016	6	904.0	06_2016
Georgia	LAUCN132990000000004          	2017	6	797.0	06_2017
Georgia	LAUCN132990000000004          	2018	6	649.0	06_2018
Georgia	LAUCN132990000000004          	2019	6	609.0	06_2019
Georgia	LAUCN132990000000004          	2020	6	979.0	06_2020
Georgia	LAUCN132990000000005          	2015	6	13327.0	06_2015
Georgia	LAUCN132990000000005          	2016	6	14747.0	06_2016
Georgia	LAUCN132990000000005          	2017	6	15359.0	06_2017
Georgia	LAUCN132990000000005          	2018	6	15261.0	06_2018
Georgia	LAUCN132990000000005          	2019	6	14881.0	06_2019
Georgia	LAUCN132990000000005          	2020	6	14181.0	06_2020
Georgia	LAUCN132990000000006          	2015	6	14306.0	06_2015
Georgia	LAUCN132990000000006          	2016	6	15651.0	06_2016
Georgia	LAUCN132990000000006          	2017	6	16156.0	06_2017
Georgia	LAUCN132990000000006          	2018	6	15910.0	06_2018
Georgia	LAUCN132990000000006          	2019	6	15490.0	06_2019
Georgia	LAUCN132990000000006          	2020	6	15160.0	06_2020
Georgia	LAUCN133010000000003          	2015	6	7.8	06_2015
Georgia	LAUCN133010000000003          	2016	6	6.7	06_2016
Georgia	LAUCN133010000000003          	2017	6	6.0	06_2017
Georgia	LAUCN133010000000003          	2018	6	5.3	06_2018
Georgia	LAUCN133010000000003          	2019	6	5.0	06_2019
Georgia	LAUCN133010000000003          	2020	6	8.4	06_2020
Georgia	LAUCN133010000000004          	2015	6	201.0	06_2015
Georgia	LAUCN133010000000004          	2016	6	179.0	06_2016
Georgia	LAUCN133010000000004          	2017	6	165.0	06_2017
Georgia	LAUCN133010000000004          	2018	6	146.0	06_2018
Georgia	LAUCN133010000000004          	2019	6	137.0	06_2019
Georgia	LAUCN133010000000004          	2020	6	214.0	06_2020
Georgia	LAUCN133010000000005          	2015	6	2392.0	06_2015
Georgia	LAUCN133010000000005          	2016	6	2501.0	06_2016
Georgia	LAUCN133010000000005          	2017	6	2573.0	06_2017
Georgia	LAUCN133010000000005          	2018	6	2614.0	06_2018
Georgia	LAUCN133010000000005          	2019	6	2607.0	06_2019
Georgia	LAUCN133010000000005          	2020	6	2332.0	06_2020
Georgia	LAUCN133010000000006          	2015	6	2593.0	06_2015
Georgia	LAUCN133010000000006          	2016	6	2680.0	06_2016
Georgia	LAUCN133010000000006          	2017	6	2738.0	06_2017
Georgia	LAUCN133010000000006          	2018	6	2760.0	06_2018
Georgia	LAUCN133010000000006          	2019	6	2744.0	06_2019
Georgia	LAUCN133010000000006          	2020	6	2546.0	06_2020
Georgia	LAUCN133030000000003          	2015	6	7.5	06_2015
Georgia	LAUCN133030000000003          	2016	6	6.9	06_2016
Georgia	LAUCN133030000000003          	2017	6	6.1	06_2017
Georgia	LAUCN133030000000003          	2018	6	5.6	06_2018
Georgia	LAUCN133030000000003          	2019	6	4.5	06_2019
Georgia	LAUCN133030000000003          	2020	6	7.0	06_2020
Georgia	LAUCN133030000000004          	2015	6	541.0	06_2015
Georgia	LAUCN133030000000004          	2016	6	500.0	06_2016
Georgia	LAUCN133030000000004          	2017	6	456.0	06_2017
Georgia	LAUCN133030000000004          	2018	6	405.0	06_2018
Georgia	LAUCN133030000000004          	2019	6	319.0	06_2019
Georgia	LAUCN133030000000004          	2020	6	487.0	06_2020
Georgia	LAUCN133030000000005          	2015	6	6642.0	06_2015
Georgia	LAUCN133030000000005          	2016	6	6794.0	06_2016
Georgia	LAUCN133030000000005          	2017	6	6971.0	06_2017
Georgia	LAUCN133030000000005          	2018	6	6880.0	06_2018
Georgia	LAUCN133030000000005          	2019	6	6787.0	06_2019
Georgia	LAUCN133030000000005          	2020	6	6422.0	06_2020
Georgia	LAUCN133030000000006          	2015	6	7183.0	06_2015
Georgia	LAUCN133030000000006          	2016	6	7294.0	06_2016
Georgia	LAUCN133030000000006          	2017	6	7427.0	06_2017
Georgia	LAUCN133030000000006          	2018	6	7285.0	06_2018
Georgia	LAUCN133030000000006          	2019	6	7106.0	06_2019
Georgia	LAUCN133030000000006          	2020	6	6909.0	06_2020
Georgia	LAUCN133050000000003          	2015	6	7.7	06_2015
Georgia	LAUCN133050000000003          	2016	6	7.1	06_2016
Georgia	LAUCN133050000000003          	2017	6	6.2	06_2017
Georgia	LAUCN133050000000003          	2018	6	5.2	06_2018
Georgia	LAUCN133050000000003          	2019	6	4.5	06_2019
Georgia	LAUCN133050000000003          	2020	6	6.3	06_2020
Georgia	LAUCN133050000000004          	2015	6	894.0	06_2015
Georgia	LAUCN133050000000004          	2016	6	807.0	06_2016
Georgia	LAUCN133050000000004          	2017	6	711.0	06_2017
Georgia	LAUCN133050000000004          	2018	6	600.0	06_2018
Georgia	LAUCN133050000000004          	2019	6	523.0	06_2019
Georgia	LAUCN133050000000004          	2020	6	731.0	06_2020
Georgia	LAUCN133050000000005          	2015	6	10730.0	06_2015
Georgia	LAUCN133050000000005          	2016	6	10522.0	06_2016
Georgia	LAUCN133050000000005          	2017	6	10807.0	06_2017
Georgia	LAUCN133050000000005          	2018	6	10967.0	06_2018
Georgia	LAUCN133050000000005          	2019	6	11081.0	06_2019
Georgia	LAUCN133050000000005          	2020	6	10912.0	06_2020
Georgia	LAUCN133050000000006          	2015	6	11624.0	06_2015
Georgia	LAUCN133050000000006          	2016	6	11329.0	06_2016
Georgia	LAUCN133050000000006          	2017	6	11518.0	06_2017
Georgia	LAUCN133050000000006          	2018	6	11567.0	06_2018
Georgia	LAUCN133050000000006          	2019	6	11604.0	06_2019
Georgia	LAUCN133050000000006          	2020	6	11643.0	06_2020
Georgia	LAUCN133070000000003          	2015	6	10.9	06_2015
Georgia	LAUCN133070000000003          	2016	6	8.8	06_2016
Georgia	LAUCN133070000000003          	2017	6	7.9	06_2017
Georgia	LAUCN133070000000003          	2018	6	6.6	06_2018
Georgia	LAUCN133070000000003          	2019	6	5.3	06_2019
Georgia	LAUCN133070000000003          	2020	6	6.7	06_2020
Georgia	LAUCN133070000000004          	2015	6	105.0	06_2015
Georgia	LAUCN133070000000004          	2016	6	85.0	06_2016
Georgia	LAUCN133070000000004          	2017	6	79.0	06_2017
Georgia	LAUCN133070000000004          	2018	6	66.0	06_2018
Georgia	LAUCN133070000000004          	2019	6	53.0	06_2019
Georgia	LAUCN133070000000004          	2020	6	66.0	06_2020
Georgia	LAUCN133070000000005          	2015	6	858.0	06_2015
Georgia	LAUCN133070000000005          	2016	6	882.0	06_2016
Georgia	LAUCN133070000000005          	2017	6	921.0	06_2017
Georgia	LAUCN133070000000005          	2018	6	939.0	06_2018
Georgia	LAUCN133070000000005          	2019	6	946.0	06_2019
Georgia	LAUCN133070000000005          	2020	6	924.0	06_2020
Georgia	LAUCN133070000000006          	2015	6	963.0	06_2015
Georgia	LAUCN133070000000006          	2016	6	967.0	06_2016
Georgia	LAUCN133070000000006          	2017	6	1000.0	06_2017
Georgia	LAUCN133070000000006          	2018	6	1005.0	06_2018
Georgia	LAUCN133070000000006          	2019	6	999.0	06_2019
Georgia	LAUCN133070000000006          	2020	6	990.0	06_2020
Georgia	LAUCN133090000000003          	2015	6	12.2	06_2015
Georgia	LAUCN133090000000003          	2016	6	9.4	06_2016
Georgia	LAUCN133090000000003          	2017	6	8.7	06_2017
Georgia	LAUCN133090000000003          	2018	6	8.2	06_2018
Georgia	LAUCN133090000000003          	2019	6	8.7	06_2019
Georgia	LAUCN133090000000003          	2020	6	7.9	06_2020
Georgia	LAUCN133090000000004          	2015	6	209.0	06_2015
Georgia	LAUCN133090000000004          	2016	6	163.0	06_2016
Georgia	LAUCN133090000000004          	2017	6	155.0	06_2017
Georgia	LAUCN133090000000004          	2018	6	140.0	06_2018
Georgia	LAUCN133090000000004          	2019	6	142.0	06_2019
Georgia	LAUCN133090000000004          	2020	6	126.0	06_2020
Georgia	LAUCN133090000000005          	2015	6	1498.0	06_2015
Georgia	LAUCN133090000000005          	2016	6	1577.0	06_2016
Georgia	LAUCN133090000000005          	2017	6	1625.0	06_2017
Georgia	LAUCN133090000000005          	2018	6	1562.0	06_2018
Georgia	LAUCN133090000000005          	2019	6	1484.0	06_2019
Georgia	LAUCN133090000000005          	2020	6	1467.0	06_2020
Georgia	LAUCN133090000000006          	2015	6	1707.0	06_2015
Georgia	LAUCN133090000000006          	2016	6	1740.0	06_2016
Georgia	LAUCN133090000000006          	2017	6	1780.0	06_2017
Georgia	LAUCN133090000000006          	2018	6	1702.0	06_2018
Georgia	LAUCN133090000000006          	2019	6	1626.0	06_2019
Georgia	LAUCN133090000000006          	2020	6	1593.0	06_2020
Georgia	LAUCN133110000000003          	2015	6	5.7	06_2015
Georgia	LAUCN133110000000003          	2016	6	5.0	06_2016
Georgia	LAUCN133110000000003          	2017	6	4.1	06_2017
Georgia	LAUCN133110000000003          	2018	6	3.4	06_2018
Georgia	LAUCN133110000000003          	2019	6	3.0	06_2019
Georgia	LAUCN133110000000003          	2020	6	5.4	06_2020
Georgia	LAUCN133110000000004          	2015	6	778.0	06_2015
Georgia	LAUCN133110000000004          	2016	6	727.0	06_2016
Georgia	LAUCN133110000000004          	2017	6	658.0	06_2017
Georgia	LAUCN133110000000004          	2018	6	552.0	06_2018
Georgia	LAUCN133110000000004          	2019	6	493.0	06_2019
Georgia	LAUCN133110000000004          	2020	6	870.0	06_2020
Georgia	LAUCN133110000000005          	2015	6	12911.0	06_2015
Georgia	LAUCN133110000000005          	2016	6	13830.0	06_2016
Georgia	LAUCN133110000000005          	2017	6	15340.0	06_2017
Georgia	LAUCN133110000000005          	2018	6	15796.0	06_2018
Georgia	LAUCN133110000000005          	2019	6	16166.0	06_2019
Georgia	LAUCN133110000000005          	2020	6	15218.0	06_2020
Georgia	LAUCN133110000000006          	2015	6	13689.0	06_2015
Georgia	LAUCN133110000000006          	2016	6	14557.0	06_2016
Georgia	LAUCN133110000000006          	2017	6	15998.0	06_2017
Georgia	LAUCN133110000000006          	2018	6	16348.0	06_2018
Georgia	LAUCN133110000000006          	2019	6	16659.0	06_2019
Georgia	LAUCN133110000000006          	2020	6	16088.0	06_2020
Georgia	LAUCN133130000000003          	2015	6	6.7	06_2015
Georgia	LAUCN133130000000003          	2016	6	6.4	06_2016
Georgia	LAUCN133130000000003          	2017	6	5.5	06_2017
Georgia	LAUCN133130000000003          	2018	6	4.8	06_2018
Georgia	LAUCN133130000000003          	2019	6	4.4	06_2019
Georgia	LAUCN133130000000003          	2020	6	7.9	06_2020
Georgia	LAUCN133130000000004          	2015	6	3016.0	06_2015
Georgia	LAUCN133130000000004          	2016	6	2858.0	06_2016
Georgia	LAUCN133130000000004          	2017	6	2476.0	06_2017
Georgia	LAUCN133130000000004          	2018	6	2183.0	06_2018
Georgia	LAUCN133130000000004          	2019	6	1928.0	06_2019
Georgia	LAUCN133130000000004          	2020	6	3382.0	06_2020
Georgia	LAUCN133130000000005          	2015	6	42263.0	06_2015
Georgia	LAUCN133130000000005          	2016	6	41870.0	06_2016
Georgia	LAUCN133130000000005          	2017	6	42810.0	06_2017
Georgia	LAUCN133130000000005          	2018	6	43161.0	06_2018
Georgia	LAUCN133130000000005          	2019	6	41940.0	06_2019
Georgia	LAUCN133130000000005          	2020	6	39268.0	06_2020
Georgia	LAUCN133130000000006          	2015	6	45279.0	06_2015
Georgia	LAUCN133130000000006          	2016	6	44728.0	06_2016
Georgia	LAUCN133130000000006          	2017	6	45286.0	06_2017
Georgia	LAUCN133130000000006          	2018	6	45344.0	06_2018
Georgia	LAUCN133130000000006          	2019	6	43868.0	06_2019
Georgia	LAUCN133130000000006          	2020	6	42650.0	06_2020
Georgia	LAUCN133150000000003          	2015	6	8.5	06_2015
Georgia	LAUCN133150000000003          	2016	6	7.3	06_2016
Georgia	LAUCN133150000000003          	2017	6	6.0	06_2017
Georgia	LAUCN133150000000003          	2018	6	5.1	06_2018
Georgia	LAUCN133150000000003          	2019	6	5.4	06_2019
Georgia	LAUCN133150000000003          	2020	6	6.9	06_2020
Georgia	LAUCN133150000000004          	2015	6	236.0	06_2015
Georgia	LAUCN133150000000004          	2016	6	211.0	06_2016
Georgia	LAUCN133150000000004          	2017	6	170.0	06_2017
Georgia	LAUCN133150000000004          	2018	6	140.0	06_2018
Georgia	LAUCN133150000000004          	2019	6	145.0	06_2019
Georgia	LAUCN133150000000004          	2020	6	185.0	06_2020
Georgia	LAUCN133150000000005          	2015	6	2529.0	06_2015
Georgia	LAUCN133150000000005          	2016	6	2673.0	06_2016
Georgia	LAUCN133150000000005          	2017	6	2649.0	06_2017
Georgia	LAUCN133150000000005          	2018	6	2581.0	06_2018
Georgia	LAUCN133150000000005          	2019	6	2560.0	06_2019
Georgia	LAUCN133150000000005          	2020	6	2509.0	06_2020
Georgia	LAUCN133150000000006          	2015	6	2765.0	06_2015
Georgia	LAUCN133150000000006          	2016	6	2884.0	06_2016
Georgia	LAUCN133150000000006          	2017	6	2819.0	06_2017
Georgia	LAUCN133150000000006          	2018	6	2721.0	06_2018
Georgia	LAUCN133150000000006          	2019	6	2705.0	06_2019
Georgia	LAUCN133150000000006          	2020	6	2694.0	06_2020
Georgia	LAUCN133170000000003          	2015	6	7.5	06_2015
Georgia	LAUCN133170000000003          	2016	6	6.8	06_2016
Georgia	LAUCN133170000000003          	2017	6	5.9	06_2017
Georgia	LAUCN133170000000003          	2018	6	4.9	06_2018
Georgia	LAUCN133170000000003          	2019	6	4.7	06_2019
Georgia	LAUCN133170000000003          	2020	6	7.6	06_2020
Georgia	LAUCN133170000000004          	2015	6	296.0	06_2015
Georgia	LAUCN133170000000004          	2016	6	254.0	06_2016
Georgia	LAUCN133170000000004          	2017	6	232.0	06_2017
Georgia	LAUCN133170000000004          	2018	6	193.0	06_2018
Georgia	LAUCN133170000000004          	2019	6	181.0	06_2019
Georgia	LAUCN133170000000004          	2020	6	281.0	06_2020
Georgia	LAUCN133170000000005          	2015	6	3655.0	06_2015
Georgia	LAUCN133170000000005          	2016	6	3483.0	06_2016
Georgia	LAUCN133170000000005          	2017	6	3689.0	06_2017
Georgia	LAUCN133170000000005          	2018	6	3730.0	06_2018
Georgia	LAUCN133170000000005          	2019	6	3656.0	06_2019
Georgia	LAUCN133170000000005          	2020	6	3429.0	06_2020
Georgia	LAUCN133170000000006          	2015	6	3951.0	06_2015
Georgia	LAUCN133170000000006          	2016	6	3737.0	06_2016
Georgia	LAUCN133170000000006          	2017	6	3921.0	06_2017
Georgia	LAUCN133170000000006          	2018	6	3923.0	06_2018
Georgia	LAUCN133170000000006          	2019	6	3837.0	06_2019
Georgia	LAUCN133170000000006          	2020	6	3710.0	06_2020
Georgia	LAUCN133190000000003          	2015	6	8.0	06_2015
Georgia	LAUCN133190000000003          	2016	6	6.4	06_2016
Georgia	LAUCN133190000000003          	2017	6	5.7	06_2017
Georgia	LAUCN133190000000003          	2018	6	4.8	06_2018
Georgia	LAUCN133190000000003          	2019	6	4.5	06_2019
Georgia	LAUCN133190000000003          	2020	6	6.5	06_2020
Georgia	LAUCN133190000000004          	2015	6	285.0	06_2015
Georgia	LAUCN133190000000004          	2016	6	233.0	06_2016
Georgia	LAUCN133190000000004          	2017	6	225.0	06_2017
Georgia	LAUCN133190000000004          	2018	6	190.0	06_2018
Georgia	LAUCN133190000000004          	2019	6	181.0	06_2019
Georgia	LAUCN133190000000004          	2020	6	243.0	06_2020
Georgia	LAUCN133190000000005          	2015	6	3260.0	06_2015
Georgia	LAUCN133190000000005          	2016	6	3387.0	06_2016
Georgia	LAUCN133190000000005          	2017	6	3713.0	06_2017
Georgia	LAUCN133190000000005          	2018	6	3746.0	06_2018
Georgia	LAUCN133190000000005          	2019	6	3874.0	06_2019
Georgia	LAUCN133190000000005          	2020	6	3504.0	06_2020
Georgia	LAUCN133190000000006          	2015	6	3545.0	06_2015
Georgia	LAUCN133190000000006          	2016	6	3620.0	06_2016
Georgia	LAUCN133190000000006          	2017	6	3938.0	06_2017
Georgia	LAUCN133190000000006          	2018	6	3936.0	06_2018
Georgia	LAUCN133190000000006          	2019	6	4055.0	06_2019
Georgia	LAUCN133190000000006          	2020	6	3747.0	06_2020
Georgia	LAUCN133210000000003          	2015	6	7.0	06_2015
Georgia	LAUCN133210000000003          	2016	6	6.1	06_2016
Georgia	LAUCN133210000000003          	2017	6	5.2	06_2017
Georgia	LAUCN133210000000003          	2018	6	5.0	06_2018
Georgia	LAUCN133210000000003          	2019	6	4.0	06_2019
Georgia	LAUCN133210000000003          	2020	6	6.2	06_2020
Georgia	LAUCN133210000000004          	2015	6	608.0	06_2015
Georgia	LAUCN133210000000004          	2016	6	556.0	06_2016
Georgia	LAUCN133210000000004          	2017	6	484.0	06_2017
Georgia	LAUCN133210000000004          	2018	6	451.0	06_2018
Georgia	LAUCN133210000000004          	2019	6	360.0	06_2019
Georgia	LAUCN133210000000004          	2020	6	541.0	06_2020
Georgia	LAUCN133210000000005          	2015	6	8120.0	06_2015
Georgia	LAUCN133210000000005          	2016	6	8513.0	06_2016
Georgia	LAUCN133210000000005          	2017	6	8885.0	06_2017
Georgia	LAUCN133210000000005          	2018	6	8545.0	06_2018
Georgia	LAUCN133210000000005          	2019	6	8646.0	06_2019
Georgia	LAUCN133210000000005          	2020	6	8162.0	06_2020
Georgia	LAUCN133210000000006          	2015	6	8728.0	06_2015
Georgia	LAUCN133210000000006          	2016	6	9069.0	06_2016
Georgia	LAUCN133210000000006          	2017	6	9369.0	06_2017
Georgia	LAUCN133210000000006          	2018	6	8996.0	06_2018
Georgia	LAUCN133210000000006          	2019	6	9006.0	06_2019
Georgia	LAUCN133210000000006          	2020	6	8703.0	06_2020
Georgia	LAUCT130105200000003          	2015	6	8.6	06_2015
Georgia	LAUCT130105200000003          	2016	6	7.7	06_2016
Georgia	LAUCT130105200000003          	2017	6	6.8	06_2017
Georgia	LAUCT130105200000003          	2018	6	6.3	06_2018
Georgia	LAUCT130105200000003          	2019	6	5.4	06_2019
Georgia	LAUCT130105200000003          	2020	6	10.9	06_2020
Georgia	LAUCT130105200000004          	2015	6	2604.0	06_2015
Georgia	LAUCT130105200000004          	2016	6	2370.0	06_2016
Georgia	LAUCT130105200000004          	2017	6	2158.0	06_2017
Georgia	LAUCT130105200000004          	2018	6	1980.0	06_2018
Georgia	LAUCT130105200000004          	2019	6	1656.0	06_2019
Georgia	LAUCT130105200000004          	2020	6	3315.0	06_2020
Georgia	LAUCT130105200000005          	2015	6	27652.0	06_2015
Georgia	LAUCT130105200000005          	2016	6	28372.0	06_2016
Georgia	LAUCT130105200000005          	2017	6	29608.0	06_2017
Georgia	LAUCT130105200000005          	2018	6	29647.0	06_2018
Georgia	LAUCT130105200000005          	2019	6	29163.0	06_2019
Georgia	LAUCT130105200000005          	2020	6	27143.0	06_2020
Georgia	LAUCT130105200000006          	2015	6	30256.0	06_2015
Georgia	LAUCT130105200000006          	2016	6	30742.0	06_2016
Georgia	LAUCT130105200000006          	2017	6	31766.0	06_2017
Georgia	LAUCT130105200000006          	2018	6	31627.0	06_2018
Georgia	LAUCT130105200000006          	2019	6	30819.0	06_2019
Georgia	LAUCT130105200000006          	2020	6	30458.0	06_2020
Georgia	LAUCT130169600000003          	2015	6	5.2	06_2015
Georgia	LAUCT130169600000003          	2016	6	4.4	06_2016
Georgia	LAUCT130169600000003          	2017	6	4.0	06_2017
Georgia	LAUCT130169600000003          	2018	6	3.4	06_2018
Georgia	LAUCT130169600000003          	2019	6	3.1	06_2019
Georgia	LAUCT130169600000003          	2020	6	6.8	06_2020
Georgia	LAUCT130169600000004          	2015	6	1724.0	06_2015
Georgia	LAUCT130169600000004          	2016	6	1552.0	06_2016
Georgia	LAUCT130169600000004          	2017	6	1461.0	06_2017
Georgia	LAUCT130169600000004          	2018	6	1264.0	06_2018
Georgia	LAUCT130169600000004          	2019	6	1150.0	06_2019
Georgia	LAUCT130169600000004          	2020	6	2381.0	06_2020
Georgia	LAUCT130169600000005          	2015	6	31668.0	06_2015
Georgia	LAUCT130169600000005          	2016	6	33619.0	06_2016
Georgia	LAUCT130169600000005          	2017	6	34944.0	06_2017
Georgia	LAUCT130169600000005          	2018	6	35400.0	06_2018
Georgia	LAUCT130169600000005          	2019	6	35942.0	06_2019
Georgia	LAUCT130169600000005          	2020	6	32768.0	06_2020
Georgia	LAUCT130169600000006          	2015	6	33392.0	06_2015
Georgia	LAUCT130169600000006          	2016	6	35171.0	06_2016
Georgia	LAUCT130169600000006          	2017	6	36405.0	06_2017
Georgia	LAUCT130169600000006          	2018	6	36664.0	06_2018
Georgia	LAUCT130169600000006          	2019	6	37092.0	06_2019
Georgia	LAUCT130169600000006          	2020	6	35149.0	06_2020
Georgia	LAUCT130343600000003          	2015	6	7.1	06_2015
Georgia	LAUCT130343600000003          	2016	6	6.4	06_2016
Georgia	LAUCT130343600000003          	2017	6	5.4	06_2017
Georgia	LAUCT130343600000003          	2018	6	4.7	06_2018
Georgia	LAUCT130343600000003          	2019	6	4.3	06_2019
Georgia	LAUCT130343600000003          	2020	6	8.5	06_2020
Georgia	LAUCT130343600000004          	2015	6	4035.0	06_2015
Georgia	LAUCT130343600000004          	2016	6	3750.0	06_2016
Georgia	LAUCT130343600000004          	2017	6	3385.0	06_2017
Georgia	LAUCT130343600000004          	2018	6	2890.0	06_2018
Georgia	LAUCT130343600000004          	2019	6	2562.0	06_2019
Georgia	LAUCT130343600000004          	2020	6	4836.0	06_2020
Georgia	LAUCT130343600000005          	2015	6	52605.0	06_2015
Georgia	LAUCT130343600000005          	2016	6	55036.0	06_2016
Georgia	LAUCT130343600000005          	2017	6	58771.0	06_2017
Georgia	LAUCT130343600000005          	2018	6	58533.0	06_2018
Georgia	LAUCT130343600000005          	2019	6	56504.0	06_2019
Georgia	LAUCT130343600000005          	2020	6	51927.0	06_2020
Georgia	LAUCT130343600000006          	2015	6	56640.0	06_2015
Georgia	LAUCT130343600000006          	2016	6	58786.0	06_2016
Georgia	LAUCT130343600000006          	2017	6	62156.0	06_2017
Georgia	LAUCT130343600000006          	2018	6	61423.0	06_2018
Georgia	LAUCT130343600000006          	2019	6	59066.0	06_2019
Georgia	LAUCT130343600000006          	2020	6	56763.0	06_2020
Georgia	LAUCT130400000000003          	2015	6	6.9	06_2015
Georgia	LAUCT130400000000003          	2016	6	6.1	06_2016
Georgia	LAUCT130400000000003          	2017	6	5.6	06_2017
